y_predict,y_true,y_score0,y_score1,y_score2
0,0,0.58687353,0.41234848,0.00077797985
0,0,0.80733144,0.19261323,5.5291464e-05
0,0,0.9998822,0.00011774324,5.0239374e-12
0,0,0.9999014,9.859881e-05,3.1446078e-12
0,0,0.9813022,0.0186975,2.608604e-07
1,0,0.20161946,0.793545,0.0048355456
0,0,0.9959948,0.0040051253,8.743204e-09
0,0,0.58262664,0.4171701,0.00020326223
0,0,0.9993191,0.0006809894,2.246369e-10
0,0,0.9454423,0.05455387,3.8760536e-06
0,0,0.6292686,0.37059778,0.00013359923
1,0,0.23231943,0.7613423,0.006338211
0,0,0.70812434,0.2917796,9.608408e-05
0,0,0.93743837,0.062556416,5.221156e-06
0,0,0.6938987,0.30601275,8.854926e-05
2,1,0.005379667,0.110116094,0.8845042
2,1,0.003353412,0.066446304,0.9302002
1,1,0.32463387,0.6713478,0.0040183887
1,1,0.10318974,0.86121446,0.03559579
1,1,0.03505928,0.771782,0.19315878
1,1,0.07128093,0.85536784,0.073351264
2,1,0.009805211,0.24243174,0.7477631
1,1,0.029168254,0.66036093,0.31047082
1,1,0.029263323,0.7435161,0.22722057
1,1,0.34564143,0.6531591,0.001199543
1,1,0.06560154,0.82741255,0.106985874
1,1,0.0334124,0.5673192,0.39926842
1,1,0.24536756,0.75252354,0.0021088966
2,1,0.030088203,0.46849528,0.5014165
1,1,0.39411774,0.60466176,0.0012204716
2,1,0.01161329,0.23344389,0.75494283
2,1,0.0033988568,0.062045053,0.93455607
1,1,0.32725772,0.67093605,0.0018062571
2,1,0.00892794,0.22061035,0.7704617
1,1,0.05440601,0.7344314,0.21116261
1,1,0.05162444,0.70397353,0.24440204
2,1,0.0018047789,0.02744505,0.9707502
2,1,0.0007101024,0.00831824,0.9909717
2,1,0.021058092,0.44738716,0.53155476
2,1,0.004724946,0.07364015,0.92163485
1,1,0.020117424,0.49346134,0.48642126
2,2,0.0012148804,0.011067954,0.9877172
2,2,0.00046424463,0.006157543,0.9933782
2,2,0.00067497604,0.009030976,0.9902941
2,2,0.0017788907,0.026760451,0.9714606
2,2,0.00025214488,0.0034940029,0.99625385
2,2,0.0018195785,0.024618862,0.97356164
2,2,0.0023904983,0.03937798,0.9582315
2,2,0.00076421537,0.013941727,0.985294
2,2,0.0010370023,0.016530173,0.98243284
2,2,0.004802423,0.14006937,0.8551282
2,2,0.0010266354,0.016239239,0.98273414
